name,category_name,category_label,level1_category_name,level2_category_name,level3_category_name,level4_category_name,level5_category_name,level6_category_name,latitude,longitude
Switchblade Brewing Company-Poolside Beer Garden,Beer Garden,Dining and Drinking > Bar > Beer Garden,Dining and Drinking,Bar,Beer Garden,,,,42.34617415288109,-71.13699846919891
Symphony Sushi,Sushi Restaurant,Dining and Drinking > Restaurant > Asian Restaurant > Japanese Restaurant > Sushi Restaurant,Dining and Drinking,Restaurant,Asian Restaurant,Japanese Restaurant,Sushi Restaurant,,42.3494560643014,-71.09588515957773
Symphony Sushi,Sushi Restaurant,Dining and Drinking > Restaurant > Asian Restaurant > Japanese Restaurant > Sushi Restaurant,Dining and Drinking,Restaurant,Asian Restaurant,Japanese Restaurant,Sushi Restaurant,,42.341755115587816,-71.08689219661827
Szechuan Mountain House 川山甲,Chinese Restaurant,Dining and Drinking > Restaurant > Asian Restaurant > Chinese Restaurant,Dining and Drinking,Restaurant,Asian Restaurant,Chinese Restaurant,,,42.352734,-71.13009
T Light Snack,Bagel Shop,Dining and Drinking > Bagel Shop,Dining and Drinking,Bagel Shop,,,,,42.31426908947417,-71.05716254603993
T R Street Foods,New American Restaurant,Dining and Drinking > Restaurant > American Restaurant > New American Restaurant,Dining and Drinking,Restaurant,American Restaurant,New American Restaurant,,,42.350586365612095,-71.04927797501422
T sushi,Japanese Restaurant,Dining and Drinking > Restaurant > Asian Restaurant > Japanese Restaurant,Dining and Drinking,Restaurant,Asian Restaurant,Japanese Restaurant,,,42.33863734569819,-71.10707593503949
T&R Court 4,Bar,Dining and Drinking > Bar,Dining and Drinking,Bar,,,,,42.34820367043561,-71.08487678868866
T's Pub,Pub,Dining and Drinking > Bar > Pub,Dining and Drinking,Bar,Pub,,,,42.35175966932978,-71.11974761274385
T-Dance,Bar,Dining and Drinking > Bar,Dining and Drinking,Bar,,,,,42.348487375613836,-71.07257214388183
T. Anthony's Pizzeria,Pizzeria,Dining and Drinking > Restaurant > Pizzeria,Dining and Drinking,Restaurant,Pizzeria,,,,42.35164460071951,-71.12132070612664
T2,Tea Room,"Dining and Drinking > Cafe, Coffee, and Tea House > Tea Room",Dining and Drinking,"Cafe, Coffee, and Tea House",Tea Room,,,,42.351337207707566,-71.07692082068448
TABLE Caffé,Café,"Dining and Drinking > Cafe, Coffee, and Tea House > Café",Dining and Drinking,"Cafe, Coffee, and Tea House",Café,,,,42.366112544044846,-71.05300973981015
TBaar,Bubble Tea Shop,"Dining and Drinking > Cafe, Coffee, and Tea House > Bubble Tea Shop",Dining and Drinking,"Cafe, Coffee, and Tea House",Bubble Tea Shop,,,,42.35107307053511,-71.06192526457578
TBaar,Bubble Tea Shop,"Dining and Drinking > Cafe, Coffee, and Tea House > Bubble Tea Shop",Dining and Drinking,"Cafe, Coffee, and Tea House",Bubble Tea Shop,,,,42.335849,-71.107134
TCC coffee shop@Orchad Rd.,Coffee Shop,"Dining and Drinking > Cafe, Coffee, and Tea House > Coffee Shop",Dining and Drinking,"Cafe, Coffee, and Tea House",Coffee Shop,,,,42.35447081517618,-71.06815289078516
TGI Friday's,American Restaurant,Dining and Drinking > Restaurant > American Restaurant,Dining and Drinking,Restaurant,American Restaurant,,,,42.33351856897348,-71.10469391942843
THE 409,Bar,Dining and Drinking > Bar,Dining and Drinking,Bar,,,,,42.334309585911484,-71.10100345998733
TIGER SUGAR,Bubble Tea Shop,"Dining and Drinking > Cafe, Coffee, and Tea House > Bubble Tea Shop",Dining and Drinking,"Cafe, Coffee, and Tea House",Bubble Tea Shop,,,,42.35090937626807,-71.06044247751603
TKK Packard’s Corner,Fried Chicken Joint,Dining and Drinking > Restaurant > Fried Chicken Joint,Dining and Drinking,Restaurant,Fried Chicken Joint,,,,42.352547,-71.125367
TR Street Food,Sandwich Spot,Dining and Drinking > Restaurant > Sandwich Spot,Dining and Drinking,Restaurant,Sandwich Spot,,,,42.35069595949217,-71.04954566233006
TSushi,Sushi Restaurant,Dining and Drinking > Restaurant > Asian Restaurant > Japanese Restaurant > Sushi Restaurant,Dining and Drinking,Restaurant,Asian Restaurant,Japanese Restaurant,Sushi Restaurant,,42.33830845646137,-71.10681309979881
Table,Italian Restaurant,Dining and Drinking > Restaurant > Italian Restaurant,Dining and Drinking,Restaurant,Italian Restaurant,,,,42.36616763203889,-71.05260285997915
Table 88,"Cafe, Coffee, and Tea House","Dining and Drinking > Cafe, Coffee, and Tea House",Dining and Drinking,"Cafe, Coffee, and Tea House",,,,,42.348592531052034,-71.07878632209278
Table Artisanal Italian Gelato,Gelato Shop,Dining and Drinking > Dessert Shop > Gelato Shop,Dining and Drinking,Dessert Shop,Gelato Shop,,,,42.344177,-71.102819
Tables of Content,Restaurant,Dining and Drinking > Restaurant,Dining and Drinking,Restaurant,,,,,42.343431630236445,-71.08359015086167
Taco Azul,Mexican Restaurant,Dining and Drinking > Restaurant > Mexican Restaurant,Dining and Drinking,Restaurant,Mexican Restaurant,,,,42.358209,-71.062296
Taco Bell,Taco Restaurant,Dining and Drinking > Restaurant > Mexican Restaurant > Taco Restaurant,Dining and Drinking,Restaurant,Mexican Restaurant,Taco Restaurant,,,42.33583032612717,-71.04670132517991
Taco Bell,Fast Food Restaurant,Dining and Drinking > Restaurant > Fast Food Restaurant,Dining and Drinking,Restaurant,Fast Food Restaurant,,,,42.35403804767838,-71.05825142077127
Taco Bell,Fast Food Restaurant,Dining and Drinking > Restaurant > Fast Food Restaurant,Dining and Drinking,Restaurant,Fast Food Restaurant,,,,42.35069958248493,-71.1144632131079
Taco Bell,Fast Food Restaurant,Dining and Drinking > Restaurant > Fast Food Restaurant,Dining and Drinking,Restaurant,Fast Food Restaurant,,,,42.350105,-71.130586
Taco Bell,Taco Restaurant,Dining and Drinking > Restaurant > Mexican Restaurant > Taco Restaurant,Dining and Drinking,Restaurant,Mexican Restaurant,Taco Restaurant,,,42.35403804767838,-71.05825142077127
Taco Bell,Mexican Restaurant,Dining and Drinking > Restaurant > Mexican Restaurant,Dining and Drinking,Restaurant,Mexican Restaurant,,,,42.346967,-71.088327
Taco John’s,Fast Food Restaurant,Dining and Drinking > Restaurant > Fast Food Restaurant,Dining and Drinking,Restaurant,Fast Food Restaurant,,,,42.354128,-71.057884
Taco Mex Restaurant,Mexican Restaurant,Dining and Drinking > Restaurant > Mexican Restaurant,Dining and Drinking,Restaurant,Mexican Restaurant,,,,42.36978616813156,-71.03897641843152
Taco Part Truck,Taco Restaurant,Dining and Drinking > Restaurant > Mexican Restaurant > Taco Restaurant,Dining and Drinking,Restaurant,Mexican Restaurant,Taco Restaurant,,,42.35223345267502,-71.04698633355919
Taco Party,Food Truck,Dining and Drinking > Food Truck,Dining and Drinking,Food Truck,,,,,42.34886951843986,-71.07522109801069
Taco Party,Food Truck,Dining and Drinking > Food Truck,Dining and Drinking,Food Truck,,,,,42.34537293837668,-71.08215660274627
Taco Party,Food Truck,Dining and Drinking > Food Truck,Dining and Drinking,Food Truck,,,,,42.352557736891214,-71.05634912324416
Taco Party Truck,Food Truck,Dining and Drinking > Food Truck,Dining and Drinking,Food Truck,,,,,42.35601494844842,-71.05532135652773
Taco Stand,Taco Restaurant,Dining and Drinking > Restaurant > Mexican Restaurant > Taco Restaurant,Dining and Drinking,Restaurant,Mexican Restaurant,Taco Restaurant,,,42.36636043798232,-71.12619638442993
Taco Truck,Food Truck,Dining and Drinking > Food Truck,Dining and Drinking,Food Truck,,,,,42.35256316855885,-71.04589727602932
Taco party food truck,Vegan and Vegetarian Restaurant,Dining and Drinking > Restaurant > Vegan and Vegetarian Restaurant,Dining and Drinking,Restaurant,Vegan and Vegetarian Restaurant,,,,42.35271857378252,-71.06269753532031
Tacomania,Taco Restaurant,Dining and Drinking > Restaurant > Mexican Restaurant > Taco Restaurant,Dining and Drinking,Restaurant,Mexican Restaurant,Taco Restaurant,,,42.3759394,-71.0393188
Tacos Calleteco,Mexican Restaurant,Dining and Drinking > Restaurant > Mexican Restaurant,Dining and Drinking,Restaurant,Mexican Restaurant,,,,42.360348,-71.057877
Tacos Don Betos,Food Truck,Dining and Drinking > Food Truck,Dining and Drinking,Food Truck,,,,,42.24676714645983,-71.13166139435778
Taiwan Bakery,Bakery,Dining and Drinking > Bakery,Dining and Drinking,Bakery,,,,,42.351512823897224,-71.06056343362596
Taiwan Bakery,Bakery,Dining and Drinking > Bakery,Dining and Drinking,Bakery,,,,,42.351512823897224,-71.06056343362596
Taiwan Cafe,Chinese Restaurant,Dining and Drinking > Restaurant > Asian Restaurant > Chinese Restaurant,Dining and Drinking,Restaurant,Asian Restaurant,Chinese Restaurant,,,42.35139140018015,-71.06035915493555
Taiyaki NYC - Boston,Ice Cream Parlor,Dining and Drinking > Dessert Shop > Ice Cream Parlor,Dining and Drinking,Dessert Shop,Ice Cream Parlor,,,,42.35135096644609,-71.04473258304746
Take a Break Cafe,Café,"Dining and Drinking > Cafe, Coffee, and Tea House > Café",Dining and Drinking,"Cafe, Coffee, and Tea House",Café,,,,42.346344544453196,-71.04397571629494
Talk & Wok Cafe,Chinese Restaurant,Dining and Drinking > Restaurant > Asian Restaurant > Chinese Restaurant,Dining and Drinking,Restaurant,Asian Restaurant,Chinese Restaurant,,,42.255983509972076,-71.1244451486459
Tall Ship Boston,Tiki Bar,Dining and Drinking > Bar > Tiki Bar,Dining and Drinking,Bar,Tiki Bar,,,,42.365069,-71.041097
Tamales Y Re Algo Mas,Restaurant,Dining and Drinking > Restaurant,Dining and Drinking,Restaurant,,,,,42.372156438506735,-71.03637121271503
Tammy's Place,Café,"Dining and Drinking > Cafe, Coffee, and Tea House > Café",Dining and Drinking,"Cafe, Coffee, and Tea House",Café,,,,42.36144488189563,-71.05920331626993
Tamo Bistro & Bar,Restaurant,Dining and Drinking > Restaurant,Dining and Drinking,Restaurant,,,,,42.34949379858988,-71.04120719947761
Taqueria Cancun,Mexican Restaurant,Dining and Drinking > Restaurant > Mexican Restaurant,Dining and Drinking,Restaurant,Mexican Restaurant,,,,42.36924645856832,-71.04018167264648
Taqueria El Barrio,Mexican Restaurant,Dining and Drinking > Restaurant > Mexican Restaurant,Dining and Drinking,Restaurant,Mexican Restaurant,,,,42.352607592615385,-71.06468239553257
Taqueria El Barrio,Taco Restaurant,Dining and Drinking > Restaurant > Mexican Restaurant > Taco Restaurant,Dining and Drinking,Restaurant,Mexican Restaurant,Taco Restaurant,,,42.351483,-71.121865
Taqueria El Barrio,Taco Restaurant,Dining and Drinking > Restaurant > Mexican Restaurant > Taco Restaurant,Dining and Drinking,Restaurant,Mexican Restaurant,Taco Restaurant,,,42.34397,-71.102485
Taqueria El Carrizal,Latin American Restaurant,Dining and Drinking > Restaurant > Latin American Restaurant,Dining and Drinking,Restaurant,Latin American Restaurant,,,,42.35325267161273,-71.13652830159415
Taqueria El Rancho Grande,Mexican Restaurant,Dining and Drinking > Restaurant > Mexican Restaurant,Dining and Drinking,Restaurant,Mexican Restaurant,,,,42.379129,-71.028405
Taqueria Los Compadres Mexican Food,Mexican Restaurant,Dining and Drinking > Restaurant > Mexican Restaurant,Dining and Drinking,Restaurant,Mexican Restaurant,,,,42.35714,-71.0597
Taqueria Michoacan,Restaurant,Dining and Drinking > Restaurant,Dining and Drinking,Restaurant,,,,,42.38599394142404,-71.00529281507359
Taqueria Monte Cristo,Mexican Restaurant,Dining and Drinking > Restaurant > Mexican Restaurant,Dining and Drinking,Restaurant,Mexican Restaurant,,,,42.374570139600955,-71.03883715768688
Taquería Jalisco,Mexican Restaurant,Dining and Drinking > Restaurant > Mexican Restaurant,Dining and Drinking,Restaurant,Mexican Restaurant,,,,42.378841586091724,-71.02826574357424
Taranta,Peruvian Restaurant,Dining and Drinking > Restaurant > Latin American Restaurant > South American Restaurant > Peruvian Restaurant,Dining and Drinking,Restaurant,Latin American Restaurant,South American Restaurant,Peruvian Restaurant,,42.3627943352269,-71.05548593922903
Tarboosh,Pizzeria,Dining and Drinking > Restaurant > Pizzeria,Dining and Drinking,Restaurant,Pizzeria,,,,42.35200394008564,-71.12560739731006
Taste Cafe and Wine Bar,Café,"Dining and Drinking > Cafe, Coffee, and Tea House > Café",Dining and Drinking,"Cafe, Coffee, and Tea House",Café,,,,42.33931019928174,-71.09511331017752
Taste Of Eden,Caribbean Restaurant,Dining and Drinking > Restaurant > Caribbean Restaurant,Dining and Drinking,Restaurant,Caribbean Restaurant,,,,42.289253938494845,-71.0728687407306
Taste Of Guizhou,Chinese Restaurant,Dining and Drinking > Restaurant > Asian Restaurant > Chinese Restaurant,Dining and Drinking,Restaurant,Asian Restaurant,Chinese Restaurant,,,42.350849397243266,-71.1275702050501
Taste Wine Bar & Cafe,Wine Bar,Dining and Drinking > Bar > Wine Bar,Dining and Drinking,Bar,Wine Bar,,,,42.353489474578396,-71.05808414291525
Taste of Asia,Restaurant,Dining and Drinking > Restaurant,Dining and Drinking,Restaurant,,,,,42.34216754377277,-71.08636682442034
Taste of the Town,Sandwich Spot,Dining and Drinking > Restaurant > Sandwich Spot,Dining and Drinking,Restaurant,Sandwich Spot,,,,42.35898788385505,-71.05656623840332
Taste of the Town,Sandwich Spot,Dining and Drinking > Restaurant > Sandwich Spot,Dining and Drinking,Restaurant,Sandwich Spot,,,,42.357551045258674,-71.0557356090106
Taste of the Town,Sandwich Spot,Dining and Drinking > Restaurant > Sandwich Spot,Dining and Drinking,Restaurant,Sandwich Spot,,,,42.35329700747842,-71.05772470970854
Tastes of Anatolia,Food Truck,Dining and Drinking > Food Truck,Dining and Drinking,Food Truck,,,,,42.359415632635056,-71.05749385786899
Tasting Counter,New American Restaurant,Dining and Drinking > Restaurant > American Restaurant > New American Restaurant,Dining and Drinking,Restaurant,American Restaurant,New American Restaurant,,,42.34376,-71.102753
