name,category_name,category_label,level1_category_name,level2_category_name,level3_category_name,level4_category_name,level5_category_name,level6_category_name,latitude,longitude
Chicken & Rice Guys,Mediterranean Restaurant,Dining and Drinking > Restaurant > Mediterranean Restaurant,Dining and Drinking,Restaurant,Mediterranean Restaurant,,,,42.344327,-71.029682
Chicken & Rice Guys,Asian Restaurant,Dining and Drinking > Restaurant > Asian Restaurant,Dining and Drinking,Restaurant,Asian Restaurant,,,,42.35753213648048,-71.0585225823389
Chicken Bone,Restaurant,Dining and Drinking > Restaurant,Dining and Drinking,Restaurant,,,,,42.34479253936415,-71.09594621870771
Chicken Kabab Cart,Food Truck,Dining and Drinking > Food Truck,Dining and Drinking,Food Truck,,,,,42.35936073566868,-71.05754021022865
Chicken Kabob,Food Stand,Dining and Drinking > Food Stand,Dining and Drinking,Food Stand,,,,,42.350844436697095,-71.07553567833848
Chicken and Rice Guys (Prudential Center),Food Truck,Dining and Drinking > Food Truck,Dining and Drinking,Food Truck,,,,,42.34979193540312,-71.07859927089483
Chicken and Rice Guys Food Truck,Food Truck,Dining and Drinking > Food Truck,Dining and Drinking,Food Truck,,,,,42.37532724995835,-71.1168229927317
Chilacates,Fast Food Restaurant,Dining and Drinking > Restaurant > Fast Food Restaurant,Dining and Drinking,Restaurant,Fast Food Restaurant,,,,42.28568845160409,-71.12936662067568
Chilacates,Mexican Restaurant,Dining and Drinking > Restaurant > Mexican Restaurant,Dining and Drinking,Restaurant,Mexican Restaurant,,,,42.343058193791514,-71.06941031424287
Chilacates,Mexican Restaurant,Dining and Drinking > Restaurant > Mexican Restaurant,Dining and Drinking,Restaurant,Mexican Restaurant,,,,42.33517703332556,-71.03554870244852
Chilacates,Mexican Restaurant,Dining and Drinking > Restaurant > Mexican Restaurant,Dining and Drinking,Restaurant,Mexican Restaurant,,,,42.36294,-71.064051
Chilacates,Mexican Restaurant,Dining and Drinking > Restaurant > Mexican Restaurant,Dining and Drinking,Restaurant,Mexican Restaurant,,,,42.3433686784862,-71.14269061028445
Chilacates Mexican Street Food,Mexican Restaurant,Dining and Drinking > Restaurant > Mexican Restaurant,Dining and Drinking,Restaurant,Mexican Restaurant,,,,42.33184322753925,-71.09876261192798
Chilacates Mission Hill,Mexican Restaurant,Dining and Drinking > Restaurant > Mexican Restaurant,Dining and Drinking,Restaurant,Mexican Restaurant,,,,42.33189804082926,-71.09880640134584
Children's Hospital Cafeteria,Cafeteria,Dining and Drinking > Cafeteria,Dining and Drinking,Cafeteria,,,,,42.33700602299584,-71.10539510735391
Chili Mango & Lime,Food Truck,Dining and Drinking > Food Truck,Dining and Drinking,Food Truck,,,,,42.35870223160137,-71.05764585526947
Chilicates,Restaurant,Dining and Drinking > Restaurant,Dining and Drinking,Restaurant,,,,,42.285633679355065,-71.12932283690182
Chill Ultra Lounge,Lounge,Dining and Drinking > Bar > Lounge,Dining and Drinking,Bar,Lounge,,,,42.35491362763055,-71.06210536834176
Chillllda,Speakeasy,Dining and Drinking > Bar > Speakeasy,Dining and Drinking,Bar,Speakeasy,,,,42.29447538116926,-71.0538047023886
Chillside Palace,Lounge,Dining and Drinking > Bar > Lounge,Dining and Drinking,Bar,Lounge,,,,42.33008604047803,-71.10069379019288
Chilton Club,Bar,Dining and Drinking > Bar,Dining and Drinking,Bar,,,,,42.35155600234426,-71.07781677210755
Chin Cubbyhole,Karaoke Bar,Dining and Drinking > Bar > Karaoke Bar,Dining and Drinking,Bar,Karaoke Bar,,,,42.351512823897224,-71.06056343362596
China Garden,Chinese Restaurant,Dining and Drinking > Restaurant > Asian Restaurant > Chinese Restaurant,Dining and Drinking,Restaurant,Asian Restaurant,Chinese Restaurant,,,42.354200254550186,-71.06225728068635
China Gourmet Restaurant,Chinese Restaurant,Dining and Drinking > Restaurant > Asian Restaurant > Chinese Restaurant,Dining and Drinking,Restaurant,Asian Restaurant,Chinese Restaurant,,,42.35074442412445,-71.06103199789266
China House,Chinese Restaurant,Dining and Drinking > Restaurant > Asian Restaurant > Chinese Restaurant,Dining and Drinking,Restaurant,Asian Restaurant,Chinese Restaurant,,,42.36413662534389,-71.05386765433418
China Ocean,Chinese Restaurant,Dining and Drinking > Restaurant > Asian Restaurant > Chinese Restaurant,Dining and Drinking,Restaurant,Asian Restaurant,Chinese Restaurant,,,42.30649546768213,-71.10725894299328
China Pearl Restaurant,Chinese Restaurant,Dining and Drinking > Restaurant > Asian Restaurant > Chinese Restaurant,Dining and Drinking,Restaurant,Asian Restaurant,Chinese Restaurant,,,42.35111151553748,-71.06079880778925
China Roma,Chinese Restaurant,Dining and Drinking > Restaurant > Asian Restaurant > Chinese Restaurant,Dining and Drinking,Restaurant,Asian Restaurant,Chinese Restaurant,,,42.39109741241709,-71.01314682007519
Chinatown Cafe,Asian Restaurant,Dining and Drinking > Restaurant > Asian Restaurant,Dining and Drinking,Restaurant,Asian Restaurant,,,,42.34750596129651,-71.0627104596537
Chinese Consolidated Benevolent Assn of New England,Chinese Restaurant,Dining and Drinking > Restaurant > Asian Restaurant > Chinese Restaurant,Dining and Drinking,Restaurant,Asian Restaurant,Chinese Restaurant,,,42.34882405263989,-71.0612122835204
Chinese Dragon,Chinese Restaurant,Dining and Drinking > Restaurant > Asian Restaurant > Chinese Restaurant,Dining and Drinking,Restaurant,Asian Restaurant,Chinese Restaurant,,,42.37940338506315,-71.0280833010631
Chinese Food Truck,Food Truck,Dining and Drinking > Food Truck,Dining and Drinking,Food Truck,,,,,42.3636888884732,-71.06847831803653
Chinese Food Truck,Food Truck,Dining and Drinking > Food Truck,Dining and Drinking,Food Truck,,,,,42.33518476131067,-71.10359575679702
Chinese Food on the go,Chinese Restaurant,Dining and Drinking > Restaurant > Asian Restaurant > Chinese Restaurant,Dining and Drinking,Restaurant,Asian Restaurant,Chinese Restaurant,,,42.351515297294085,-71.05632868519417
Chinese Gourmet Express,Chinese Restaurant,Dining and Drinking > Restaurant > Asian Restaurant > Chinese Restaurant,Dining and Drinking,Restaurant,Asian Restaurant,Chinese Restaurant,,,42.351375579833984,-71.06874084472656
Chinese Overseas Assoc,Bar,Dining and Drinking > Bar,Dining and Drinking,Bar,,,,,42.347561421362066,-71.0624582078671
Chinese Spaghetti Factory,Restaurant,Dining and Drinking > Restaurant,Dining and Drinking,Restaurant,,,,,42.35233590602286,-71.06040892314593
Chinese Spaghetti Factory,Chinese Restaurant,Dining and Drinking > Restaurant > Asian Restaurant > Chinese Restaurant,Dining and Drinking,Restaurant,Asian Restaurant,Chinese Restaurant,,,42.32912607417088,-71.06739372393187
Chinese food,Chinese Restaurant,Dining and Drinking > Restaurant > Asian Restaurant > Chinese Restaurant,Dining and Drinking,Restaurant,Asian Restaurant,Chinese Restaurant,,,42.36248422004727,-71.06454107384685
Ching Change,Restaurant,Dining and Drinking > Restaurant,Dining and Drinking,Restaurant,,,,,42.33049767626911,-71.06695640625063
Chip City,Bakery,Dining and Drinking > Bakery,Dining and Drinking,Bakery,,,,,42.36484,-71.062007
Chip City,Dessert Shop,Dining and Drinking > Dessert Shop,Dining and Drinking,Dessert Shop,,,,,42.348616,-71.085389
Chipotle Mexican Grill,Mexican Restaurant,Dining and Drinking > Restaurant > Mexican Restaurant,Dining and Drinking,Restaurant,Mexican Restaurant,,,,42.325673890173476,-71.06220645290999
Chipotle Mexican Grill,Mexican Restaurant,Dining and Drinking > Restaurant > Mexican Restaurant,Dining and Drinking,Restaurant,Mexican Restaurant,,,,42.3518928306772,-71.06699672653126
Chipotle Mexican Grill,Mexican Restaurant,Dining and Drinking > Restaurant > Mexican Restaurant,Dining and Drinking,Restaurant,Mexican Restaurant,,,,42.3446571,-71.1008254
Chipotle Mexican Grill,Mexican Restaurant,Dining and Drinking > Restaurant > Mexican Restaurant,Dining and Drinking,Restaurant,Mexican Restaurant,,,,42.350737,-71.076114
Chipotle Mexican Grill,Mexican Restaurant,Dining and Drinking > Restaurant > Mexican Restaurant,Dining and Drinking,Restaurant,Mexican Restaurant,,,,42.35754930625036,-71.05842906380633
Chipotle Mexican Grill,Mexican Restaurant,Dining and Drinking > Restaurant > Mexican Restaurant,Dining and Drinking,Restaurant,Mexican Restaurant,,,,42.35065776049674,-71.11466163346131
Chipotle Mexican Grill,Mexican Restaurant,Dining and Drinking > Restaurant > Mexican Restaurant,Dining and Drinking,Restaurant,Mexican Restaurant,,,,42.353400966980466,-71.05809176158334
Chipotle Mexican Grill,Mexican Restaurant,Dining and Drinking > Restaurant > Mexican Restaurant,Dining and Drinking,Restaurant,Mexican Restaurant,,,,42.35102705159157,-71.04566359826403
Chiquero,Lounge,Dining and Drinking > Bar > Lounge,Dining and Drinking,Bar,Lounge,,,,42.35403545546124,-71.06257651863919
Chocolate Bar,Dessert Shop,Dining and Drinking > Dessert Shop,Dining and Drinking,Dessert Shop,,,,,42.36531268606472,-71.02253674756022
Chocolate bar,Dessert Shop,Dining and Drinking > Dessert Shop,Dining and Drinking,Dessert Shop,,,,,42.357434311213,-71.06727266336154
Chocolee,Dessert Shop,Dining and Drinking > Dessert Shop,Dining and Drinking,Dessert Shop,,,,,42.343768126702834,-71.07403319093714
Choe's Cafe,Restaurant,Dining and Drinking > Restaurant,Dining and Drinking,Restaurant,,,,,42.35190179106479,-71.11894169142492
Choice Fine Wine And Spirits,Winery,Dining and Drinking > Winery,Dining and Drinking,Winery,,,,,42.345643,-71.087289
Chop'd & Top'd NEMC,Salad Restaurant,Dining and Drinking > Restaurant > Salad Restaurant,Dining and Drinking,Restaurant,Salad Restaurant,,,,42.349481094660995,-71.0633591501648
Chouros Andrade,Donut Shop,Dining and Drinking > Donut Shop,Dining and Drinking,Donut Shop,,,,,42.3451742961214,-71.09841505522931
Christo's Pizza,Pizzeria,Dining and Drinking > Restaurant > Pizzeria,Dining and Drinking,Restaurant,Pizzeria,,,,42.287414,-71.150758
Christophers Cafe,Bakery,Dining and Drinking > Bakery,Dining and Drinking,Bakery,,,,,42.3358675206526,-71.07529751448631
Chubbie Dogs,Hot Dog Joint,Dining and Drinking > Restaurant > Hot Dog Joint,Dining and Drinking,Restaurant,Hot Dog Joint,,,,42.34300524252104,-71.0665738958649
Chubbs Taco & Tequila Bar,Mexican Restaurant,Dining and Drinking > Restaurant > Mexican Restaurant,Dining and Drinking,Restaurant,Mexican Restaurant,,,,42.283962,-71.0554
Chubby Chickpea Food Truck Waterfront,Food Truck,Dining and Drinking > Food Truck,Dining and Drinking,Food Truck,,,,,42.264140062546225,-71.00284341856087
Chubbyfoodtruck,Food Truck,Dining and Drinking > Food Truck,Dining and Drinking,Food Truck,,,,,42.356756636470436,-71.14257974174676
Chubi Wubi's Ice Cream Salon Of Seduction,Ice Cream Parlor,Dining and Drinking > Dessert Shop > Ice Cream Parlor,Dining and Drinking,Dessert Shop,Ice Cream Parlor,,,,42.331720451525484,-71.03756811227231
Chuck & Ann's,Sandwich Spot,Dining and Drinking > Restaurant > Sandwich Spot,Dining and Drinking,Restaurant,Sandwich Spot,,,,42.338568,-71.056905
Chulo Fine Indian Cuisine,Indian Restaurant,Dining and Drinking > Restaurant > Indian Restaurant,Dining and Drinking,Restaurant,Indian Restaurant,,,,42.33863734569819,-71.10707593503949
Chung Wah Restaurant,Chinese Restaurant,Dining and Drinking > Restaurant > Asian Restaurant > Chinese Restaurant,Dining and Drinking,Restaurant,Asian Restaurant,Chinese Restaurant,,,42.37517303566502,-71.04076078593694
Chung's Coffee Shop,Restaurant,Dining and Drinking > Restaurant,Dining and Drinking,Restaurant,,,,,42.35310366703099,-71.06102158550873
Church Of Busch Light,Beer Garden,Dining and Drinking > Bar > Beer Garden,Dining and Drinking,Bar,Beer Garden,,,,42.33171142710694,-71.0557604134721
Church of Boston Rock Club,American Restaurant,Dining and Drinking > Restaurant > American Restaurant,Dining and Drinking,Restaurant,American Restaurant,,,,42.3425950723816,-71.0991492473406
Churchill's,Speakeasy,Dining and Drinking > Bar > Speakeasy,Dining and Drinking,Bar,Speakeasy,,,,42.34404088441844,-71.07614390162261
Chutney's,Indian Restaurant,Dining and Drinking > Restaurant > Indian Restaurant,Dining and Drinking,Restaurant,Indian Restaurant,,,,42.33863734569819,-71.10707593503949
Chutney's,Indian Restaurant,Dining and Drinking > Restaurant > Indian Restaurant,Dining and Drinking,Restaurant,Indian Restaurant,,,,42.34595215561591,-71.0874060831065
Ciao Roma,Italian Restaurant,Dining and Drinking > Restaurant > Italian Restaurant,Dining and Drinking,Restaurant,Italian Restaurant,,,,42.3639720755654,-71.05373636325325
Cibo,Restaurant,Dining and Drinking > Restaurant,Dining and Drinking,Restaurant,,,,,42.364740266314264,-71.05380830549134
Ciccone Rooftop Bar & Grille,BBQ Joint,Dining and Drinking > Restaurant > BBQ Joint,Dining and Drinking,Restaurant,BBQ Joint,,,,42.33408012044878,-71.03512477347476
Cilantro,Coffee Shop,"Dining and Drinking > Cafe, Coffee, and Tea House > Coffee Shop",Dining and Drinking,"Cafe, Coffee, and Tea House",Coffee Shop,,,,42.34749320132848,-71.08142447808419
Cini Linguine Pasta Bar,Italian Restaurant,Dining and Drinking > Restaurant > Italian Restaurant,Dining and Drinking,Restaurant,Italian Restaurant,,,,42.365531,-71.061627
Cini Panini,Restaurant,Dining and Drinking > Restaurant,Dining and Drinking,Restaurant,,,,,42.365441,-71.061666
Cinis,New American Restaurant,Dining and Drinking > Restaurant > American Restaurant > New American Restaurant,Dining and Drinking,Restaurant,American Restaurant,New American Restaurant,,,42.35055889894756,-71.08964304600596
Cini’s,Italian Restaurant,Dining and Drinking > Restaurant > Italian Restaurant,Dining and Drinking,Restaurant,Italian Restaurant,,,,42.365769,-71.061914
Cinquecento,Italian Restaurant,Dining and Drinking > Restaurant > Italian Restaurant,Dining and Drinking,Restaurant,Italian Restaurant,,,,42.34211282213632,-71.0655070417275
Circle Plates and Lounge,Restaurant,Dining and Drinking > Restaurant,Dining and Drinking,Restaurant,,,,,42.339766,-71.082411
Cisco Brew Pub of Nantucket,Brewery,Dining and Drinking > Brewery,Dining and Drinking,Brewery,,,,,42.362958884684474,-71.01748913593073
Cisco Brewers Pop-Up - Seaport,Beer Garden,Dining and Drinking > Bar > Beer Garden,Dining and Drinking,Bar,Beer Garden,,,,42.35242100995698,-71.04610612828591
Cisco Brewers of Nantucket,Brewery,Dining and Drinking > Brewery,Dining and Drinking,Brewery,,,,,42.36864499516641,-71.01838599675474
Citizen Pub,Pub,Dining and Drinking > Bar > Pub,Dining and Drinking,Bar,Pub,,,,42.35546153611361,-71.06335401163074
Citizen Public House & Oyster Bar,American Restaurant,Dining and Drinking > Restaurant > American Restaurant,Dining and Drinking,Restaurant,American Restaurant,,,,42.34442,-71.097926
Citizen Public House & Oyster Bar,Restaurant,Dining and Drinking > Restaurant,Dining and Drinking,Restaurant,,,,,42.30023642026571,-71.1143301711921
Citra,Café,"Dining and Drinking > Cafe, Coffee, and Tea House > Café",Dining and Drinking,"Cafe, Coffee, and Tea House",Café,,,,42.337215912381694,-71.10215369428
Citrus & Salt,Mexican Restaurant,Dining and Drinking > Restaurant > Mexican Restaurant,Dining and Drinking,Restaurant,Mexican Restaurant,,,,42.34877,-71.049536
Citrus & Salt,Mexican Restaurant,Dining and Drinking > Restaurant > Mexican Restaurant,Dining and Drinking,Restaurant,Mexican Restaurant,,,,42.34899146847883,-71.07201752169061
City Bar,Hotel Bar,Dining and Drinking > Bar > Hotel Bar,Dining and Drinking,Bar,Hotel Bar,,,,42.346329796583724,-71.04359543552457
City Bar,Bar,Dining and Drinking > Bar,Dining and Drinking,Bar,,,,,42.30702755091537,-71.06147390815266
City Bar Back Bay,Cocktail Bar,Dining and Drinking > Bar > Cocktail Bar,Dining and Drinking,Bar,Cocktail Bar,,,,42.349090576171875,-71.0794677734375
City Convenience,Deli,Dining and Drinking > Restaurant > Deli,Dining and Drinking,Restaurant,Deli,,,,42.34645506990522,-71.0758176638502
City Convenience,Snack Place,Dining and Drinking > Snack Place,Dining and Drinking,Snack Place,,,,,42.352723383510394,-71.12022998599434
City Convenience,Snack Place,Dining and Drinking > Snack Place,Dining and Drinking,Snack Place,,,,,42.35074586805357,-71.10849694300292
City Convenience (BU/BMC),Deli,Dining and Drinking > Restaurant > Deli,Dining and Drinking,Restaurant,Deli,,,,42.33554200991745,-71.0702611337535
City Hall Deli (8th Floor),Deli,Dining and Drinking > Restaurant > Deli,Dining and Drinking,Restaurant,Deli,,,,42.36029326855224,-71.05801385792687
City Hall To Go,Food Truck,Dining and Drinking > Food Truck,Dining and Drinking,Food Truck,,,,,42.36018342128474,-71.05819668104498
City Kitchen,Restaurant,Dining and Drinking > Restaurant,Dining and Drinking,Restaurant,,,,,42.34666406093512,-71.08896639274563
City Lights Cruises,Bar,Dining and Drinking > Bar,Dining and Drinking,Bar,,,,,42.35618258059339,-71.04959552145426
City Place,Food Court,Dining and Drinking > Food Court,Dining and Drinking,Food Court,,,,,42.351198269307446,-71.06603492941396
City Point Court,Speakeasy,Dining and Drinking > Bar > Speakeasy,Dining and Drinking,Bar,Speakeasy,,,,42.338141713241896,-71.02872207380895
City Roots Cider,Cidery,Dining and Drinking > Cidery,Dining and Drinking,Cidery,,,,,42.34680739279502,-71.03436798996897
City Table,American Restaurant,Dining and Drinking > Restaurant > American Restaurant,Dining and Drinking,Restaurant,American Restaurant,,,,42.34904131,-71.07958036
City Tap House,New American Restaurant,Dining and Drinking > Restaurant > American Restaurant > New American Restaurant,Dining and Drinking,Restaurant,American Restaurant,New American Restaurant,,,42.350013,-71.047048
City Wine Tours - South End,Wine Bar,Dining and Drinking > Bar > Wine Bar,Dining and Drinking,Bar,Wine Bar,,,,42.34086522382192,-71.06729954141166
City Winery Boston,Restaurant,Dining and Drinking > Restaurant,Dining and Drinking,Restaurant,,,,,42.36545675206481,-71.06005311012267
City Winery on the Greenway,Wine Bar,Dining and Drinking > Bar > Wine Bar,Dining and Drinking,Bar,Wine Bar,,,,42.35294218576681,-71.05566427899109
City Yards,Dive Bar,Dining and Drinking > Bar > Dive Bar,Dining and Drinking,Bar,Dive Bar,,,,42.382421654257236,-71.0290469730208
Claflin Crazy Café,American Restaurant,Dining and Drinking > Restaurant > American Restaurant,Dining and Drinking,Restaurant,American Restaurant,,,,42.35294366968294,-71.11950421439342
Clair' Beer Fridge,Beer Garden,Dining and Drinking > Bar > Beer Garden,Dining and Drinking,Bar,Beer Garden,,,,42.35010182561118,-71.15394275469158
Claremont Kitchen,Breakfast Spot,Dining and Drinking > Breakfast Spot,Dining and Drinking,Breakfast Spot,,,,,42.33915975194158,-71.07423029139258
Clarke's Turn of The Century,Bar,Dining and Drinking > Bar,Dining and Drinking,Bar,,,,,42.359256874588176,-71.05556409940696
Clarke’s Cakes & Cookies,Bakery,Dining and Drinking > Bakery,Dining and Drinking,Bakery,,,,,42.313106015078176,-71.07406978097183
Classic Restaurant Concepts,Restaurant,Dining and Drinking > Restaurant,Dining and Drinking,Restaurant,,,,,42.35919563032769,-71.05840019441756
Clay Pot Cafe,Chinese Restaurant,Dining and Drinking > Restaurant > Asian Restaurant > Chinese Restaurant,Dining and Drinking,Restaurant,Asian Restaurant,Chinese Restaurant,,,42.35039687185629,-71.06058246088168
Clay Pot Cafe,Chinese Restaurant,Dining and Drinking > Restaurant > Asian Restaurant > Chinese Restaurant,Dining and Drinking,Restaurant,Asian Restaurant,Chinese Restaurant,,,42.352446,-71.128686
Clear Flour Bread,Bakery,Dining and Drinking > Bakery,Dining and Drinking,Bakery,,,,,42.350012765054046,-71.12595236582953
Clerys,Bar,Dining and Drinking > Bar,Dining and Drinking,Bar,,,,,42.346187867308025,-71.07534474916994
Click Café Archstone,Café,"Dining and Drinking > Cafe, Coffee, and Tea House > Café",Dining and Drinking,"Cafe, Coffee, and Tea House",Café,,,,42.35046856298764,-71.06351618269579
Clink,American Restaurant,Dining and Drinking > Restaurant > American Restaurant,Dining and Drinking,Restaurant,American Restaurant,,,,42.36188721759866,-71.07026243087434
Clinton St Boston,Night Market,Dining and Drinking > Night Market,Dining and Drinking,Night Market,,,,,42.360622,-71.055613
Clover Food Lab (Prudential),Vegan and Vegetarian Restaurant,Dining and Drinking > Restaurant > Vegan and Vegetarian Restaurant,Dining and Drinking,Restaurant,Vegan and Vegetarian Restaurant,,,,42.34809196414069,-71.08278885483742
Clover Food Lab DTX,American Restaurant,Dining and Drinking > Restaurant > American Restaurant,Dining and Drinking,Restaurant,American Restaurant,,,,42.35767437884534,-71.05930564739923
Clover Food Lab FIN,Vegan and Vegetarian Restaurant,Dining and Drinking > Restaurant > Vegan and Vegetarian Restaurant,Dining and Drinking,Restaurant,Vegan and Vegetarian Restaurant,,,,42.35371525349005,-71.05621626380778
Clover Food Truck (BU East),Food Truck,Dining and Drinking > Food Truck,Dining and Drinking,Food Truck,,,,,42.349125,-71.101118
Clover LMA,Vegan and Vegetarian Restaurant,Dining and Drinking > Restaurant > Vegan and Vegetarian Restaurant,Dining and Drinking,Restaurant,Vegan and Vegetarian Restaurant,,,,42.33907540617648,-71.10787680317823
Club 111,Lounge,Dining and Drinking > Bar > Lounge,Dining and Drinking,Bar,Lounge,,,,42.361472,-71.052715
Club 18,Bar,Dining and Drinking > Bar,Dining and Drinking,Bar,,,,,42.34612528416307,-71.0766361318428
Club 192,Speakeasy,Dining and Drinking > Bar > Speakeasy,Dining and Drinking,Bar,Speakeasy,,,,42.33282458349363,-71.10495504767357
Club 196,Bar,Dining and Drinking > Bar,Dining and Drinking,Bar,,,,,42.3503280271083,-71.10217245733209
Club 2-9,Cocktail Bar,Dining and Drinking > Bar > Cocktail Bar,Dining and Drinking,Bar,Cocktail Bar,,,,42.34795772649826,-71.15691721247693
Club 201 @ 156 Porter,Lounge,Dining and Drinking > Bar > Lounge,Dining and Drinking,Bar,Lounge,,,,42.37127976044222,-71.03260659314874
Club 309,Speakeasy,Dining and Drinking > Bar > Speakeasy,Dining and Drinking,Bar,Speakeasy,,,,42.35294476920435,-71.11851298760358
Club 5,Cocktail Bar,Dining and Drinking > Bar > Cocktail Bar,Dining and Drinking,Bar,Cocktail Bar,,,,42.364026925470206,-71.05378012684014
Club 606,Bar,Dining and Drinking > Bar,Dining and Drinking,Bar,,,,,42.31142936722362,-71.10894847428172
Club 627,Cocktail Bar,Dining and Drinking > Bar > Cocktail Bar,Dining and Drinking,Bar,Cocktail Bar,,,,42.34728,-71.040655
Club 6A,Lounge,Dining and Drinking > Bar > Lounge,Dining and Drinking,Bar,Lounge,,,,42.35868493534851,-71.13654464480616
Club 710,Speakeasy,Dining and Drinking > Bar > Speakeasy,Dining and Drinking,Bar,Speakeasy,,,,42.353164945703874,-71.11787731791499
Club 724,Speakeasy,Dining and Drinking > Bar > Speakeasy,Dining and Drinking,Bar,Speakeasy,,,,42.33671474142365,-71.0308281696551
Club 903,Speakeasy,Dining and Drinking > Bar > Speakeasy,Dining and Drinking,Bar,Speakeasy,,,,42.364961038072,-71.0513696943365
Club Beacon,Lounge,Dining and Drinking > Bar > Lounge,Dining and Drinking,Bar,Lounge,,,,42.354335,-71.07559
Club Cadi,Speakeasy,Dining and Drinking > Bar > Speakeasy,Dining and Drinking,Bar,Speakeasy,,,,42.34859855637413,-71.0704973603669
Club Cafe,Gay Bar,Dining and Drinking > Bar > Gay Bar,Dining and Drinking,Bar,Gay Bar,,,,42.348445331233165,-71.07236096362496
Club Carl Winslow,Hookah Bar,Dining and Drinking > Bar > Hookah Bar,Dining and Drinking,Bar,Hookah Bar,,,,42.360616564796224,-71.06764886767326
Club DePace,Lounge,Dining and Drinking > Bar > Lounge,Dining and Drinking,Bar,Lounge,,,,42.336227917732394,-71.10271648661814
Club Dukakis,Beer Garden,Dining and Drinking > Bar > Beer Garden,Dining and Drinking,Bar,Beer Garden,,,,42.36144776437661,-71.05406646594655
Club Fidel,Bar,Dining and Drinking > Bar,Dining and Drinking,Bar,,,,,42.36385529574311,-71.06842828252833
Club Hereford,Karaoke Bar,Dining and Drinking > Bar > Karaoke Bar,Dining and Drinking,Bar,Karaoke Bar,,,,42.34908093466778,-71.08557740273662
Club Intercontinental,Lounge,Dining and Drinking > Bar > Lounge,Dining and Drinking,Bar,Lounge,,,,42.353912393830974,-71.0523659457269
Club Ju Ju,Speakeasy,Dining and Drinking > Bar > Speakeasy,Dining and Drinking,Bar,Speakeasy,,,,42.323272880000005,-71.10989026
Club Main,Lounge,Dining and Drinking > Bar > Lounge,Dining and Drinking,Bar,Lounge,,,,42.346016091967655,-71.07591793348826
Club Marion,Speakeasy,Dining and Drinking > Bar > Speakeasy,Dining and Drinking,Bar,Speakeasy,,,,42.37544985476191,-71.03448913090655
Club Office,Bar,Dining and Drinking > Bar,Dining and Drinking,Bar,,,,,42.35211433059739,-71.06383798717775
Club Peel,Lounge,Dining and Drinking > Bar > Lounge,Dining and Drinking,Bar,Lounge,,,,42.34188911580483,-71.09119273011609
Club Pub,Pub,Dining and Drinking > Bar > Pub,Dining and Drinking,Bar,Pub,,,,42.348426818847656,-71.08906555175781
Club Ridge,Bar,Dining and Drinking > Bar,Dining and Drinking,Bar,,,,,42.351051241725116,-71.14171260260709
Club Savage,Dive Bar,Dining and Drinking > Bar > Dive Bar,Dining and Drinking,Bar,Dive Bar,,,,42.34430315361172,-71.09104746946485
Club Silverline,Dive Bar,Dining and Drinking > Bar > Dive Bar,Dining and Drinking,Bar,Dive Bar,,,,42.355571832905426,-71.06245034205693
Club West Cedar,Speakeasy,Dining and Drinking > Bar > Speakeasy,Dining and Drinking,Bar,Speakeasy,,,,42.360614571159736,-71.07062283303435
Cmmon Word Cafe,Halal Restaurant,Dining and Drinking > Restaurant > Halal Restaurant,Dining and Drinking,Restaurant,Halal Restaurant,,,,42.33088,-71.0934
Coach's Corner,Burrito Restaurant,Dining and Drinking > Restaurant > Mexican Restaurant > Burrito Restaurant,Dining and Drinking,Restaurant,Mexican Restaurant,Burrito Restaurant,,,42.333038543164,-71.03348370933624
Coachs Corner Pub,Bar,Dining and Drinking > Bar,Dining and Drinking,Bar,,,,,42.337047,-71.042218
Coast Seafood USA,Seafood Restaurant,Dining and Drinking > Restaurant > Seafood Restaurant,Dining and Drinking,Restaurant,Seafood Restaurant,,,,42.35027313232422,-71.05130767822266
Coastal Provisions,Snack Place,Dining and Drinking > Snack Place,Dining and Drinking,Snack Place,,,,,42.36518962100027,-71.02964426576261
Cobblestone Cafe,Café,"Dining and Drinking > Cafe, Coffee, and Tea House > Café",Dining and Drinking,"Cafe, Coffee, and Tea House",Café,,,,42.36292876982377,-71.05506782103261
Cochon 555,BBQ Joint,Dining and Drinking > Restaurant > BBQ Joint,Dining and Drinking,Restaurant,BBQ Joint,,,,42.348920756096916,-71.08004009107434
Cocktails and Dreams,Speakeasy,Dining and Drinking > Bar > Speakeasy,Dining and Drinking,Bar,Speakeasy,,,,42.34985060242762,-71.08366762970711
Coco Bar,Juice Bar,Dining and Drinking > Juice Bar,Dining and Drinking,Juice Bar,,,,,42.3601303960504,-71.05490868206576
Coco Leaf,Dessert Shop,Dining and Drinking > Dessert Shop,Dining and Drinking,Dessert Shop,,,,,42.34902610549331,-71.08553361355817
Cocoanuts,Dessert Shop,Dining and Drinking > Dessert Shop,Dining and Drinking,Dessert Shop,,,,,42.3638066497279,-71.05522731420571
Cocobeet,Juice Bar,Dining and Drinking > Juice Bar,Dining and Drinking,Juice Bar,,,,,42.359756585235814,-71.05908513848567
Coconut Jelly King 皇阿玛椰子冻,Dessert Shop,Dining and Drinking > Dessert Shop,Dining and Drinking,Dessert Shop,,,,,42.35287323019314,-71.13279699951698
Cocorico,Café,"Dining and Drinking > Cafe, Coffee, and Tea House > Café",Dining and Drinking,"Cafe, Coffee, and Tea House",Café,,,,42.3469,-71.042942
